slide_id,tissue_diagnosis,num_tiles,tissue
GTEX-117XS-0126,Adipose,2729,Adipose
GTEX-117XS-0226,Skin,22289,Skin
GTEX-117XS-0326,Lung,8103,Lung
GTEX-117XS-0426,Artery,10348,Artery
GTEX-117XS-0526,Thyroid,12787,Thyroid
GTEX-117XS-0626,Heart,15628,Heart
GTEX-117XS-0726,Heart,21322,Heart
GTEX-117XS-0826,Artery,1473,Artery
GTEX-117XS-0926,Liver,13449,Liver
GTEX-117XS-1026,Spleen,11840,Spleen
GTEX-117XS-1126,Pancreas,7249,Pancreas
GTEX-117XS-1226,Adrenal Gland,12066,Adrenal Gland
GTEX-117XS-1326,Kidney,12455,Kidney
GTEX-117XS-1426,Esophagus,14970,Esophagus
GTEX-117XS-1526,Esophagus,16167,Esophagus
GTEX-117XS-1626,Esophagus,7242,Esophagus
GTEX-117XS-1726,Stomach,6386,Stomach
GTEX-117XS-1826,Prostate,15838,Prostate
GTEX-117XS-1926,Breast,15491,Breast
GTEX-117XS-2026,Testis,8724,Testis
GTEX-117XS-2126,Small Intestine,6129,Small Intestine
GTEX-117XS-2226,Colon,6323,Colon
GTEX-117XS-2326,Colon,5086,Colon
GTEX-117XS-2426,Adipose,2086,Adipose
GTEX-117XS-2526,Muscle,12264,Muscle
GTEX-117XS-2626,Nerve,10750,Nerve
GTEX-117XS-2726,Skin,13722,Skin
GTEX-117XS-2826,Artery,9305,Artery
GTEX-117XS-2926,Pituitary,2827,Pituitary
GTEX-117XS-3026,Brain,10775,Brain
GTEX-117XS-3126,Brain,10607,Brain
GTEX-117YW-0126,Thyroid,15992,Thyroid
GTEX-117YW-0226,Artery,7408,Artery
GTEX-117YW-0326,Heart,12107,Heart
GTEX-117YW-0426,Heart,9830,Heart
GTEX-117YW-0526,Lung,7865,Lung
GTEX-117YW-0626,Liver,11423,Liver
GTEX-117YW-0726,Skin,20562,Skin
GTEX-117YW-0826,Adipose,1007,Adipose
GTEX-117YW-0926,Pancreas,8261,Pancreas
GTEX-117YW-1026,Breast,3871,Breast
GTEX-117YW-1126,Spleen,14584,Spleen
GTEX-117YW-1226,Kidney,9306,Kidney
GTEX-117YW-1326,Adrenal Gland,5237,Adrenal Gland
GTEX-117YW-1426,Prostate,12608,Prostate
GTEX-117YW-1526,Testis,4726,Testis
GTEX-117YW-1626,Small Intestine,4940,Small Intestine
GTEX-117YW-1726,Colon,8587,Colon
GTEX-117YW-1826,Colon,5932,Colon
GTEX-117YW-1926,Esophagus,5354,Esophagus
GTEX-117YW-2026,Esophagus,12750,Esophagus
GTEX-117YW-2126,Esophagus,15094,Esophagus
GTEX-117YW-2226,Stomach,7117,Stomach
GTEX-117YW-2326,Adipose,1785,Adipose
GTEX-117YW-2426,Muscle,7894,Muscle
GTEX-117YW-2526,Nerve,5924,Nerve
GTEX-117YW-2626,Skin,11647,Skin
GTEX-117YW-2726,Artery,2741,Artery
GTEX-117YW-2826,Pituitary,8314,Pituitary
GTEX-117YW-2926,Brain,11850,Brain
GTEX-117YW-3026,Brain,9544,Brain
GTEX-117YX-0126,Adrenal Gland,6002,Adrenal Gland
GTEX-117YX-0226,Pancreas,803,Pancreas
GTEX-117YX-0326,Small Intestine,7639,Small Intestine
GTEX-117YX-0426,Artery,15247,Artery
GTEX-117YX-0526,Colon,9243,Colon
GTEX-117YX-0626,Heart,8437,Heart
GTEX-117YX-0726,Adipose,7606,Adipose
GTEX-117YX-0826,Colon,8684,Colon
GTEX-117YX-0926,Esophagus,10218,Esophagus
GTEX-117YX-1026,Stomach,12961,Stomach
GTEX-117YX-1126,Heart,6258,Heart
GTEX-117YX-1226,Thyroid,7369,Thyroid
GTEX-117YX-1326,Lung,11681,Lung
GTEX-117YX-1426,Breast,5313,Breast
GTEX-117YX-1526,Prostate,9898,Prostate
GTEX-117YX-1626,Esophagus,9110,Esophagus
GTEX-117YX-1726,Artery,3315,Artery
GTEX-117YX-1826,Esophagus,8781,Esophagus
GTEX-117YX-1926,Skin,5643,Skin
GTEX-117YX-2026,Testis,6703,Testis
GTEX-117YX-2126,Spleen,3730,Spleen
GTEX-117YX-2226,Adipose,4579,Adipose
GTEX-117YX-2326,Skin,5041,Skin
GTEX-117YX-2426,Nerve,2277,Nerve
GTEX-117YX-2526,Muscle,8633,Muscle
GTEX-117YX-2626,Artery,3036,Artery
GTEX-1192W-0126,Thyroid,7563,Thyroid
GTEX-1192W-0226,Heart,7013,Heart
GTEX-1192W-0326,Heart,10757,Heart
GTEX-1192W-0426,Artery,4232,Artery
GTEX-1192W-0526,Artery,2323,Artery
GTEX-1192W-0626,Lung,13210,Lung
GTEX-1192W-0726,Liver,6045,Liver
GTEX-1192W-0826,Esophagus,8146,Esophagus
GTEX-1192W-0926,Esophagus,6460,Esophagus
GTEX-1192W-1026,Esophagus,8818,Esophagus
GTEX-1192W-1126,Stomach,9843,Stomach
GTEX-1192W-1226,Adrenal Gland,4367,Adrenal Gland
GTEX-1192W-1326,Kidney,11298,Kidney
GTEX-1192W-1426,Spleen,9406,Spleen
GTEX-1192W-1526,Pancreas,8837,Pancreas
GTEX-1192W-1626,Adipose,2245,Adipose
GTEX-1192W-1726,Small Intestine,4402,Small Intestine
GTEX-1192W-1826,Colon,5161,Colon
GTEX-1192W-1926,Colon,3370,Colon
GTEX-1192W-2026,Breast,1238,Breast
GTEX-1192W-2126,Prostate,9476,Prostate
GTEX-1192W-2226,Skin,5996,Skin
GTEX-1192W-2326,Testis,4529,Testis
GTEX-1192W-2426,Adipose,2239,Adipose
GTEX-1192W-2526,Muscle,7313,Muscle
GTEX-1192W-2626,Skin,7639,Skin
GTEX-1192W-2726,Artery,2335,Artery
GTEX-1192W-2826,Nerve,2856,Nerve
GTEX-1192W-2926,Brain,3647,Brain
GTEX-1192W-3026,Pituitary,9139,Pituitary
GTEX-1192W-3126,Brain,5299,Brain
GTEX-1192X-0126,Adipose,2312,Adipose
GTEX-1192X-0226,Skin,6619,Skin
GTEX-1192X-0326,Nerve,2154,Nerve
GTEX-1192X-0426,Muscle,10059,Muscle
GTEX-1192X-0526,Artery,3110,Artery
GTEX-1192X-0626,Heart,11580,Heart
GTEX-1192X-0726,Heart,13898,Heart
GTEX-1192X-0826,Artery,7749,Artery
GTEX-1192X-0926,Artery,1871,Artery
GTEX-1192X-1026,Liver,13139,Liver
GTEX-1192X-1126,Thyroid,15747,Thyroid
GTEX-1192X-1226,Spleen,9437,Spleen
GTEX-1192X-1326,Lung,9399,Lung
GTEX-1192X-1426,Pancreas,12515,Pancreas
GTEX-1192X-1526,Adipose,6358,Adipose
GTEX-1192X-1626,Esophagus,12256,Esophagus
GTEX-1192X-1726,Esophagus,7955,Esophagus
GTEX-1192X-1826,Esophagus,14165,Esophagus
GTEX-1192X-1926,Stomach,9907,Stomach
GTEX-1192X-2026,Kidney,7653,Kidney
GTEX-1192X-2126,Prostate,18087,Prostate
GTEX-1192X-2226,Adrenal Gland,11140,Adrenal Gland
GTEX-1192X-2326,Breast,8986,Breast
GTEX-1192X-2426,Colon,12418,Colon
GTEX-1192X-2526,Small Intestine,5853,Small Intestine
GTEX-1192X-2626,Colon,6699,Colon
GTEX-1192X-2726,Skin,9991,Skin
GTEX-1192X-2826,Testis,6421,Testis
GTEX-1192X-2926,Adrenal Gland,9130,Adrenal Gland
GTEX-1192X-3026,Pituitary,8716,Pituitary
GTEX-1192X-3126,Brain,10813,Brain
GTEX-1192X-3226,Brain,13120,Brain
GTEX-11DXW-0126,Testis,6372,Testis
GTEX-11DXW-0226,Skin,9372,Skin
GTEX-11DXW-0326,Adipose,2765,Adipose
GTEX-11DXW-0426,Nerve,2165,Nerve
GTEX-11DXW-0526,Artery,761,Artery
GTEX-11DXW-0626,Breast,1732,Breast
GTEX-11DXW-0726,Muscle,8008,Muscle
GTEX-11DXW-0826,Skin,9745,Skin
GTEX-11DXW-0926,Prostate,9014,Prostate
GTEX-11DXW-1026,Brain,5443,Brain
GTEX-11DXW-1126,Brain,5297,Brain
GTEX-11DXW-1226,Pituitary,3024,Pituitary
GTEX-11DXX-0126,Adrenal Gland,15522,Adrenal Gland
GTEX-11DXX-0226,Thyroid,8786,Thyroid
GTEX-11DXX-0326,Heart,11262,Heart
GTEX-11DXX-0426,Artery,8807,Artery
GTEX-11DXX-0526,Heart,8907,Heart
GTEX-11DXX-0626,Lung,7172,Lung
GTEX-11DXX-0726,Spleen,9966,Spleen
GTEX-11DXX-0826,Artery,2943,Artery
GTEX-11DXX-0926,Pancreas,4458,Pancreas
GTEX-11DXX-1026,Esophagus,11057,Esophagus
GTEX-11DXX-1126,Esophagus,7446,Esophagus
GTEX-11DXX-1226,Esophagus,16973,Esophagus
GTEX-11DXX-1326,Stomach,6452,Stomach
GTEX-11DXX-1426,Ovary,12426,Ovary
GTEX-11DXX-1526,Uterus,11234,Uterus
GTEX-11DXX-1626,Small Intestine,5731,Small Intestine
GTEX-11DXX-1726,Vagina,15438,Vagina
GTEX-11DXX-1826,Colon,6642,Colon
GTEX-11DXX-1926,Colon,13131,Colon
GTEX-11DXX-2026,Adipose,5373,Adipose
GTEX-11DXX-2126,Skin,8835,Skin
GTEX-11DXX-2226,Breast,11802,Breast
GTEX-11DXX-2326,Adipose,1122,Adipose
GTEX-11DXX-2426,Skin,6699,Skin
GTEX-11DXX-2526,Nerve,4765,Nerve
GTEX-11DXX-2626,Artery,3568,Artery
GTEX-11DXX-2726,Muscle,11606,Muscle
GTEX-11DXY-0126,Skin,8231,Skin
GTEX-11DXY-0226,Testis,3225,Testis
GTEX-11DXY-0326,Adipose,2717,Adipose
GTEX-11DXY-0426,Thyroid,5986,Thyroid
GTEX-11DXY-0526,Liver,6559,Liver
GTEX-11DXY-0626,Spleen,11961,Spleen
GTEX-11DXY-0726,Pancreas,3648,Pancreas
GTEX-11DXY-0826,Heart,3561,Heart
GTEX-11DXY-0926,Artery,7374,Artery
GTEX-11DXY-1026,Heart,5612,Heart
GTEX-11DXY-1126,Artery,1406,Artery
GTEX-11DXY-1226,Lung,4240,Lung
GTEX-11DXY-1326,Esophagus,5160,Esophagus
GTEX-11DXY-1426,Esophagus,3933,Esophagus
GTEX-11DXY-1526,Esophagus,4920,Esophagus
GTEX-11DXY-1626,Adrenal Gland,6684,Adrenal Gland
GTEX-11DXY-1726,Kidney,6640,Kidney
GTEX-11DXY-1826,Small Intestine,4706,Small Intestine
GTEX-11DXY-1926,Colon,6696,Colon
GTEX-11DXY-2026,Colon,5065,Colon
GTEX-11DXY-2126,Prostate,7959,Prostate
GTEX-11DXY-2226,Stomach,8901,Stomach
GTEX-11DXY-2326,Breast,4186,Breast
GTEX-11DXY-2426,Adrenal Gland,7044,Adrenal Gland
GTEX-11DXY-2526,Adipose,2829,Adipose
GTEX-11DXY-2626,Skin,5651,Skin
GTEX-11DXY-2726,Muscle,5987,Muscle
GTEX-11DXY-2826,Nerve,2383,Nerve
GTEX-11DXY-2926,Artery,3509,Artery
GTEX-11DXY-3026,Pituitary,4434,Pituitary
GTEX-11DXY-3126,Brain,5461,Brain
GTEX-11DXY-3226,Brain,4989,Brain
GTEX-11DXZ-0126,Liver,9669,Liver
GTEX-11DXZ-0226,Adrenal Gland,5395,Adrenal Gland
GTEX-11DXZ-0326,Heart,8470,Heart
GTEX-11DXZ-0426,Artery,7240,Artery
GTEX-11DXZ-0526,Artery,1168,Artery
GTEX-11DXZ-0626,Heart,7745,Heart
GTEX-11DXZ-0726,Lung,3927,Lung
GTEX-11DXZ-0826,Pancreas,3899,Pancreas
GTEX-11DXZ-0926,Thyroid,4895,Thyroid
GTEX-11DXZ-1026,Esophagus,8826,Esophagus
GTEX-11DXZ-1126,Esophagus,9510,Esophagus
GTEX-11DXZ-1226,Esophagus,7761,Esophagus
GTEX-11DXZ-1326,Small Intestine,4933,Small Intestine
GTEX-11DXZ-1426,Adipose,10111,Adipose
GTEX-11DXZ-1526,Stomach,11729,Stomach
GTEX-11DXZ-1626,Colon,6850,Colon
GTEX-11DXZ-1726,Colon,7829,Colon
GTEX-11DXZ-1826,Prostate,7151,Prostate
GTEX-11DXZ-1926,Breast,1901,Breast
GTEX-11DXZ-2026,Skin,4757,Skin
GTEX-11DXZ-2126,Testis,4770,Testis
GTEX-11DXZ-2226,Adipose,2692,Adipose
GTEX-11DXZ-2326,Skin,7242,Skin
GTEX-11DXZ-2426,Muscle,5908,Muscle
GTEX-11DXZ-2526,Nerve,3235,Nerve
GTEX-11DXZ-2626,Artery,3347,Artery
GTEX-11DYG-0126,Skin,8824,Skin
GTEX-11DYG-0226,Adipose,1522,Adipose
GTEX-11DYG-0326,Muscle,8485,Muscle
GTEX-11DYG-0426,Nerve,2199,Nerve
GTEX-11DYG-0526,Artery,621,Artery
GTEX-11DYG-0626,Lung,7188,Lung
GTEX-11DYG-0726,Breast,6346,Breast
GTEX-11DYG-0826,Thyroid,9610,Thyroid
GTEX-11DYG-0926,Artery,824,Artery
GTEX-11DYG-1026,Heart,6224,Heart
GTEX-11DYG-1126,Heart,9315,Heart
GTEX-11DYG-1226,Artery,7372,Artery
GTEX-11DYG-1326,Esophagus,5283,Esophagus
GTEX-11DYG-1426,Esophagus,6046,Esophagus
GTEX-11DYG-1526,Skin,9190,Skin
GTEX-11DYG-1626,Testis,4558,Testis
GTEX-11DYG-1726,Liver,7890,Liver
GTEX-11DYG-1826,Spleen,7005,Spleen
GTEX-11DYG-1926,Esophagus,9180,Esophagus
GTEX-11DYG-2026,Adipose,2398,Adipose
GTEX-11DYG-2126,Stomach,11057,Stomach
GTEX-11DYG-2226,Adrenal Gland,9078,Adrenal Gland
GTEX-11DYG-2326,Kidney,8078,Kidney
GTEX-11DYG-2426,Pancreas,8687,Pancreas
GTEX-11DYG-2526,Prostate,11845,Prostate
GTEX-11DYG-2626,Small Intestine,1796,Small Intestine
GTEX-11DYG-2726,Colon,5243,Colon
GTEX-11DYG-2826,Colon,6989,Colon
GTEX-11DYG-2926,Brain,4494,Brain
GTEX-11DYG-3026,Brain,6578,Brain
GTEX-11DYG-3126,Pituitary,3397,Pituitary
GTEX-11DZ1-0126,Skin,7117,Skin
GTEX-11DZ1-0226,Adipose,4406,Adipose
GTEX-11DZ1-0326,Breast,1856,Breast
GTEX-11DZ1-0426,Lung,6956,Lung
GTEX-11DZ1-0526,Heart,9451,Heart
GTEX-11DZ1-0626,Heart,7250,Heart
GTEX-11DZ1-0726,Artery,1357,Artery
GTEX-11DZ1-0826,Artery,4838,Artery
GTEX-11DZ1-0926,Muscle,7745,Muscle
GTEX-11DZ1-1026,Nerve,2080,Nerve
GTEX-11DZ1-1126,Artery,922,Artery
GTEX-11DZ1-1226,Adipose,1498,Adipose
GTEX-11DZ1-1326,Liver,9595,Liver
GTEX-11DZ1-1426,Stomach,8109,Stomach
GTEX-11DZ1-1526,Colon,7270,Colon
GTEX-11DZ1-1626,Spleen,8780,Spleen
GTEX-11DZ1-1726,Adrenal Gland,7461,Adrenal Gland
GTEX-11DZ1-1826,Kidney,9590,Kidney
GTEX-11DZ1-1926,Pancreas,5099,Pancreas
GTEX-11DZ1-2026,Esophagus,2570,Esophagus
GTEX-11DZ1-2126,Esophagus,10108,Esophagus
GTEX-11DZ1-2226,Esophagus,7821,Esophagus
GTEX-11DZ1-2326,Colon,3999,Colon
GTEX-11DZ1-2426,Skin,7246,Skin
GTEX-11DZ1-2526,Small Intestine,2977,Small Intestine
GTEX-11DZ1-2626,Prostate,8547,Prostate
GTEX-11DZ1-2726,Thyroid,8599,Thyroid
GTEX-11DZ1-2826,Testis,6359,Testis
GTEX-11DZ1-2926,Brain,6660,Brain
GTEX-11DZ1-3026,Brain,6502,Brain
GTEX-11DZ1-3126,Pituitary,4116,Pituitary
GTEX-11EI6-0126,Skin,13280,Skin
GTEX-11EI6-0226,Adipose,1042,Adipose
GTEX-11EI6-0326,Muscle,8940,Muscle
GTEX-11EI6-0426,Nerve,2071,Nerve
GTEX-11EI6-0526,Artery,756,Artery
GTEX-11EI6-0626,Breast,745,Breast
GTEX-11EI6-0726,Thyroid,9407,Thyroid
GTEX-11EI6-0826,Lung,9349,Lung
GTEX-11EI6-0926,Liver,9027,Liver
GTEX-11EI6-1026,Spleen,9415,Spleen
GTEX-11EI6-1126,Heart,9614,Heart
GTEX-11EI6-1226,Artery,1191,Artery
GTEX-11EI6-1326,Heart,9849,Heart
GTEX-11EI6-1426,Artery,6460,Artery
GTEX-11EI6-1526,Esophagus,3205,Esophagus
